Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-19Apr2022-M,-11.795649159591905,77.83206228912088,-52.64818964175597,E5627S27I036 E5627S28I036 ,prox,7
trackTest-19Apr2022-M,-11.425444772041969,77.59865720816562,-44.81722821137088,E5627S27I036 E5627S28I036 ,dist,6
