Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-21Dec2021-C231-Y1,64.41541177433199,21.334226245412005,-26.82287168128549,E5558S10I004 E5558S11I004 ,dist,6
trackTest-21Dec2021-C231-Y1,65.03952030527999,21.139243712525683,-34.56907028450867,E5558S10I004 E5558S11I004 ,prox,7
