Input,distal,proximal
raw/static/trackTest-9Jan2022-C231-Y2/4/FH512_noDither_gradSpoiled-2022-01-09T15_24_15.092,6,7
raw/static/trackTest-9Jan2022-C231-Y2/4/SRI_Original-2022-01-09T15_25_22.389,6,7
raw/static/trackTest-9Jan2022-C231-Y2/5/FH512_noDither_gradSpoiled-2022-01-09T15_45_19.299,6,7
raw/static/trackTest-9Jan2022-C231-Y2/5/SRI_Original-2022-01-09T15_46_01.531,6,7
raw/static/trackTest-9Jan2022-C231-Y2/6/FH512_noDither_gradSpoiled-2022-01-09T15_56_54.375,6,7
raw/static/trackTest-9Jan2022-C231-Y2/6/SRI_Original-2022-01-09T15_57_59.707,6,7
raw/static/trackTest-9Jan2022-C231-Y2/7/FH512_noDither_gradSpoiled-2022-01-09T16_07_59.403,6,7
raw/static/trackTest-9Jan2022-C231-Y2/7/SRI_Original-2022-01-09T16_08_53.651,6,7
raw/static/trackTest-9Jan2022-C231-Y2/8/FH512_noDither_gradSpoiled-2022-01-09T16_20_25.993,6,7
raw/static/trackTest-9Jan2022-C231-Y2/8/SRI_Original-2022-01-09T16_21_36.358,6,7
raw/static/trackTest-9Jan2022-C231-Y2/9/FH512_noDither_gradSpoiled-2022-01-09T16_32_06.254,6,7
raw/static/trackTest-9Jan2022-C231-Y2/9/SRI_Original-2022-01-09T16_32_46.919,6,7
raw/static/trackTest-9Nov2021-C222-Y2/10/FH512_noDither_gradSpoiled-2021-11-09T17_17_40.002,6,7
raw/static/trackTest-9Nov2021-C222-Y2/10/SRI_Original-2021-11-09T17_18_28.554,6,7
raw/static/trackTest-9Nov2021-C222-Y2/11/FH512_noDither_gradSpoiled-2021-11-09T17_34_08.735,6,7
raw/static/trackTest-9Nov2021-C222-Y2/11/SRI_Original-2021-11-09T17_34_54.984,6,7
raw/static/trackTest-9Nov2021-C222-Y2/12/FH512_noDither_gradSpoiled-2021-11-09T17_47_40.740,6,7
raw/static/trackTest-9Nov2021-C222-Y2/12/SRI_Original-2021-11-09T17_48_23.705,6,7
raw/static/trackTest-9Nov2021-C222-Y2/13/FH512_noDither_gradSpoiled-2021-11-09T18_05_52.351,6,7
raw/static/trackTest-9Nov2021-C222-Y2/13/SRI_Original-2021-11-09T18_06_36.251,6,7
raw/static/trackTest-9Nov2021-C222-Y2/14/FH512_noDither_gradSpoiled-2021-11-09T18_21_34.917,6,7
raw/static/trackTest-9Nov2021-C222-Y2/14/SRI_Original-2021-11-09T18_22_22.099,6,7
raw/static/trackTest-9Nov2021-C222-Y2/15/FH512_noDither_gradSpoiled-2021-11-09T18_34_31.857,6,7
raw/static/trackTest-9Nov2021-C222-Y2/15/SRI_Original-2021-11-09T18_35_22.922,6,7
raw/static/trackTest-9Nov2021-C222-Y2/16/FH512_noDither_gradSpoiled-2021-11-09T18_46_11.249,6,7
raw/static/trackTest-9Nov2021-C222-Y2/16/SRI_Original-2021-11-09T18_47_02.081,6,7
raw/static/trackTest-9Nov2021-C222-Y2/1/FH512_noDither_gradSpoiled-2021-11-09T15_12_58.486,6,7
raw/static/trackTest-9Nov2021-C222-Y2/1/SRI_Original-2021-11-09T15_13_44.242,6,7
raw/static/trackTest-9Nov2021-C222-Y2/2/FH512_noDither_gradSpoiled-2021-11-09T15_30_36.208,6,7
raw/static/trackTest-9Nov2021-C222-Y2/2/SRI_Original-2021-11-09T15_31_17.190,6,7
raw/static/trackTest-9Nov2021-C222-Y2/3/FH512_noDither_gradSpoiled-2021-11-09T15_41_21.334,6,7
raw/static/trackTest-9Nov2021-C222-Y2/3/SRI_Original-2021-11-09T15_42_06.683,6,7
raw/static/trackTest-9Nov2021-C222-Y2/4/FH512_noDither_gradSpoiled-2021-11-09T16_05_33.517,6,7
raw/static/trackTest-9Nov2021-C222-Y2/4/SRI_Original-2021-11-09T16_06_17.366,6,7
raw/static/trackTest-9Nov2021-C222-Y2/5/FH512_noDither_gradSpoiled-2021-11-09T16_17_39.026,6,7
raw/static/trackTest-9Nov2021-C222-Y2/5/SRI_Original-2021-11-09T16_18_23.343,6,7
raw/static/trackTest-9Nov2021-C222-Y2/6/FH512_noDither_gradSpoiled-2021-11-09T16_30_11.017,6,7
raw/static/trackTest-9Nov2021-C222-Y2/6/SRI_Original-2021-11-09T16_31_05.932,6,7
raw/static/trackTest-9Nov2021-C222-Y2/7/FH512_noDither_gradSpoiled-2021-11-09T16_42_21.191,6,7
raw/static/trackTest-9Nov2021-C222-Y2/7/SRI_Original-2021-11-09T16_43_05.174,6,7
raw/static/trackTest-9Nov2021-C222-Y2/8/FH512_noDither_gradSpoiled-2021-11-09T16_53_52.168,6,7
raw/static/trackTest-9Nov2021-C222-Y2/8/SRI_Original-2021-11-09T16_54_34.466,6,7
raw/static/trackTest-9Nov2021-C222-Y2/9/FH512_noDither_gradSpoiled-2021-11-09T17_04_47.828,6,7
raw/static/trackTest-9Nov2021-C222-Y2/9/SRI_Original-2021-11-09T17_05_49.526,6,7
raw/vivo/cone-GIP03-30July2023/Pre-ablation_1,18,19
raw/vivo/cone-GIP03-30July2023/Pre-ablation_2,18,19
raw/vivo/cone-GIP03-30July2023/Attempted_Pre-ablation_3,18,19
raw/vivo/cone-GIP03-30July2023/Pre-ablation_3,18,19
raw/vivo/cone-GIP03-30July2023/Pre-ablation_4,18,19
raw/vivo/cone-GIP03-30July2023/Pre-ablation_5,18,19
raw/vivo/cone-GIP03-30July2023/Pre-ablation_6,18,19
raw/vivo/cone-GIP01-27May2023/Pre-ablation_1,16,17
raw/vivo/cone-GIP01-27May2023/Pre-ablation_2,16,17
raw/vivo/cone-GIP01-27May2023/Pre-ablation_3,16,17
raw/vivo/cone-GIP01-27May2023/Post-ablation_3_first,18,19
raw/vivo/cone-GIP01-27May2023/Post-ablation_3_second,18,19
