Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-19Apr2022-M,-7.662118404861535,78.93530921743069,-35.56485786835766,E5627S5I036 E5627S6I036 ,prox,7
trackTest-19Apr2022-M,-7.563963224590669,78.40214253310407,-27.824648519442093,E5627S5I036 E5627S6I036 ,dist,6
