Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-19Apr2022-M,-24.903870097162375,80.42027967917042,-38.83187157670173,E5627S37I036 E5627S38I036 ,prox,7
trackTest-19Apr2022-M,-24.540906802563143,80.229394044525,-30.99722142049316,E5627S37I036 E5627S38I036 ,dist,6
