Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-15Dec2021-C231-Y0,29.565038679798867,44.77520459015585,-27.860715107436477,E5556S6I004 E5556S7I004 ,dist,6
trackTest-15Dec2021-C231-Y0,29.786681621962863,44.67966442326976,-35.68589920655641,E5556S6I004 E5556S7I004 ,prox,7
