Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-17Aug2021,31.388719383452365,44.74808363081806,35.93203817034873,E5501S50I003 E5501S51I003 ,dist,4
trackTest-17Aug2021,31.422763724538243,44.52464856477433,28.262469827737846,E5501S50I003 E5501S51I003 ,prox,5
