Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-8Nov2021-C222-Y1,-1.8197446383562612,21.6982429384871,48.52960670020413,E5544S38I006 E5544S39I006 ,dist,6
trackTest-8Nov2021-C222-Y1,-1.757108090017754,21.687761639942977,40.701825230732624,E5544S38I006 E5544S39I006 ,prox,7
