Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-19Apr2022-M,-6.249216954432228,78.71016907101905,-30.41131372647088,E5627S14I036 E5627S15I036 ,prox,7
trackTest-19Apr2022-M,-6.156228912293942,78.3501441755379,-22.73011514069647,E5627S14I036 E5627S15I036 ,dist,6
