Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-19Apr2022-M,-24.0867422377688,80.26768813496948,-23.526683877463192,E5627S40I036 E5627S41I036 ,prox,7
trackTest-19Apr2022-M,-23.828014794466984,80.050358282682,-15.842982610793385,E5627S40I036 E5627S41I036 ,dist,6
