Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-7Jan2022-C306-Y2,62.706436824404900,-3.1661566010351200,40.42981286920910,E5562S42I004 E5562S43I004,dist,6
trackTest-7Jan2022-C306-Y2,62.92556641841270,-3.2963042871201000,32.740126457622400,E5562S42I004 E5562S43I004,prox,7
