Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-19Apr2022-M,-11.850186575077943,77.8095820712563,-37.492049994825436,E5627S21I027 E5627S22I036 ,prox,7
trackTest-19Apr2022-M,-11.39996969275754,77.54392743077277,-29.794195980378014,E5627S21I027 E5627S22I036 ,dist,6
