Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-21Dec2021-C231-Y1,97.78769029063703,22.206805868219437,39.746742645875656,E5558S51I004 E5558S52I004 ,dist,6
trackTest-21Dec2021-C231-Y1,97.88013969352994,21.956335654237357,31.954196018388828,E5558S51I004 E5558S52I004 ,prox,7
