Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-17Aug2021,-1.6732396495258195,46.7780899627928,35.57356831630625,E5501S46I002 E5501S47I003 ,dist,4
trackTest-17Aug2021,-1.4392001801197774,46.57766031226394,27.827699414877316,E5501S46I002 E5501S47I003 ,prox,5
