Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-13Dec2021-C306-Y0,63.49481567434407,44.89475949256403,0.19962359382338948,E5555S22I004 E5555S23I004 ,dist,6
trackTest-13Dec2021-C306-Y0,63.61459797239934,44.751435771751154,-7.504891565053015,E5555S22I004 E5555S23I004 ,prox,7
