Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-19Apr2022-M,-24.963603085849087,80.15877517348707,-43.006713778553014,E5627S49I036 E5627S50I036 ,prox,7
trackTest-19Apr2022-M,-24.576399464665165,79.93557837464058,-35.202540832501356,E5627S49I036 E5627S50I036 ,dist,6
