Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-17Aug2021,-2.5236388529657274,46.481342319939806,68.26500179130247,E5501S83I002 E5501S84I003 ,dist,4
trackTest-17Aug2021,-2.3118278567747437,46.35779201657203,60.58067310426427,E5501S83I002 E5501S84I003 ,prox,5
