Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-8Nov2021-C222-Y1,31.327607812298233,21.256335877854664,14.923642456255934,E5544S30I006 E5544S31I006 ,dist,6
trackTest-8Nov2021-C222-Y1,31.640052197117225,21.614182190374784,7.130322138154469,E5544S30I006 E5544S31I006 ,prox,7
