Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-21Dec2021-C231-Y1,-2.117007053595804,23.156617141141943,71.51567929004175,E5558S67I004 E5558S68I004 ,dist,6
trackTest-21Dec2021-C231-Y1,-1.8940572458333123,23.002979999144753,63.76037265987481,E5558S67I004 E5558S68I004 ,prox,7
