Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-21Dec2021-C231-Y1,64.62359281680779,23.01406365511319,71.95123604314519,E5558S59I004 E5558S60I004 ,dist,6
trackTest-21Dec2021-C231-Y1,64.90823794512616,22.920805116757368,64.15000718182401,E5558S59I004 E5558S60I004 ,prox,7
