Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-19Apr2022-M,-6.74035191516354,78.93213381197155,-41.1580764340013,E5627S17I036 E5627S18I036 ,prox,7
trackTest-19Apr2022-M,-6.680041747305086,78.54402796147143,-33.435710301532254,E5627S17I036 E5627S18I036 ,dist,6
