Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-21Dec2021-C231-Y1,64.89657075327311,21.754470781376895,5.848854369838932,E5558S23I004 E5558S24I004 ,dist,6
trackTest-21Dec2021-C231-Y1,65.23874500502829,21.52547924589114,-1.910496785248995,E5558S23I004 E5558S24I004 ,prox,7
