Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-19Apr2022-M,-12.18026584532474,77.73349116560547,-32.307590398700995,E5627S30I036 E5627S31I036 ,prox,7
trackTest-19Apr2022-M,-11.998745272566664,77.5107577933312,-24.529912314780702,E5627S30I036 E5627S31I036 ,dist,6
