Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-6Jan2022-C306-Y1,0.14018571303544600,21.640664848750200,-38.439107998546400,E5561S2I004 E5561S3I004,dist,6
trackTest-6Jan2022-C306-Y1,0.18230877910142200,21.518474257995100,-46.17920227579840,E5561S2I004 E5561S3I004,prox,7
