Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-9Nov2021-C222-Y2,-5.185849857621809,-6.0006150811229455,42.351772156017724,E5545S34I005 E5545S35I006 ,dist,6
trackTest-9Nov2021-C222-Y2,-4.796964972749285,-5.995259589952098,34.51197293047916,E5545S34I005 E5545S35I006 ,prox,7
