Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-13Dec2021-C306-Y0,29.473324330425378,45.538451691239935,65.92818121209814,E5555S58I004 E5555S59I004 ,dist,6
trackTest-13Dec2021-C306-Y0,29.488468684158473,45.42028583325191,58.145248959784205,E5555S58I004 E5555S59I004 ,prox,7
