Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-19Apr2022-M,-24.58336562645371,80.29663965114494,-32.814073355909215,E5627S46I036 E5627S47I036 ,prox,7
trackTest-19Apr2022-M,-24.216450203969302,80.08077529174712,-25.073568749364124,E5627S46I034 E5627S47I036 ,dist,6
