Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-17Aug2021,98.00106114664439,46.109949415526785,35.1305065012225,E5501S58I002 E5501S59I003 ,dist,4
trackTest-17Aug2021,98.28067021243675,45.86653261285634,27.566032674305678,E5501S58I002 E5501S59I003 ,prox,5
