Experiment Name,Coord_X,Coord_Y,Coord_Z,Images,Meta Data,Coil Index
trackTest-9Nov2021-C222-Y2,61.90839644394368,-6.56585688205963,8.979662778880883,E5545S22I006 E5545S23I006 ,dist,6
trackTest-9Nov2021-C222-Y2,62.21673028481473,-6.715395827873381,1.2580250165476627,E5545S22I006 E5545S23I006 ,prox,7
